Header
401 atoms
401 bodies
3 atom types
-12.05 12.00 xlo xhi
-12.05 12.00 ylo yhi
-11.82 11.87 zlo zhi

Atoms

1 1 1 18.000000 -8.385671 -1.883032 3.900534 0 0 0
2 1 1 18.000000 -5.935445 -7.147065 8.941869 0 0 0
3 1 1 18.000000 -6.758465 4.665076 0.080653 0 0 0
4 1 1 18.000000 -3.650893 1.752282 9.338102 0 0 0
5 1 1 18.000000 -8.174320 4.281433 -10.724695 0 0 0
6 1 1 18.000000 -5.812725 -4.986160 6.499267 0 0 0
7 1 1 18.000000 4.157813 2.716085 -7.476626 0 0 0
8 1 1 18.000000 -9.312027 -3.165024 -2.384657 0 0 0
9 1 1 18.000000 -8.029808 4.144295 10.126490 0 0 0
10 1 1 18.000000 -1.357232 -3.074263 -6.960523 0 0 0
11 1 1 18.000000 -11.938536 -6.308954 2.589904 0 0 0
12 1 1 18.000000 -2.128062 -2.860190 2.977253 0 0 0
13 1 1 18.000000 -10.369152 -5.371467 -10.078294 0 0 0
14 1 1 18.000000 -7.119541 8.627008 -0.762890 0 0 0
15 1 1 18.000000 2.961733 8.862571 0.810362 0 0 0
16 1 1 18.000000 -10.662841 -8.278665 10.793223 0 0 0
17 1 1 18.000000 -11.515322 3.197181 10.498215 0 0 0
18 1 1 18.000000 -1.565497 -4.338035 -9.569863 0 0 0
19 1 1 18.000000 -7.693028 10.802943 4.273847 0 0 0
20 1 1 18.000000 10.547219 -5.814453 -8.539730 0 0 0
21 1 1 18.000000 -1.076487 -6.623392 -10.918957 0 0 0
22 1 1 18.000000 -3.416976 -7.683283 7.274126 0 0 0
23 1 1 18.000000 -3.660576 5.367175 11.283125 0 0 0
24 1 1 18.000000 -7.740454 5.824395 -4.835361 0 0 0
25 1 1 18.000000 -3.128034 0.926692 -6.713397 0 0 0
26 1 1 18.000000 -9.762976 6.456418 -9.784963 0 0 0
27 1 1 18.000000 1.666480 5.673565 6.655255 0 0 0
28 1 1 18.000000 3.427715 -5.409639 -9.557915 0 0 0
29 1 1 18.000000 -2.103451 0.827253 -1.792858 0 0 0
30 1 1 18.000000 -4.958964 -9.964787 7.877448 0 0 0
31 1 1 18.000000 1.871371 -10.056716 -8.951961 0 0 0
32 1 1 18.000000 -3.238222 -1.438160 -3.172646 0 0 0
33 1 1 18.000000 -2.944099 -0.042471 0.793475 0 0 0
34 1 1 18.000000 -1.742577 -11.307518 -9.919488 0 0 0
35 1 1 18.000000 -7.373749 -3.867875 -4.159782 0 0 0
36 1 1 18.000000 -8.590435 -7.320246 -2.248401 0 0 0
37 1 1 18.000000 -8.734973 -4.516882 7.385553 0 0 0
38 1 1 18.000000 -8.838471 -1.692754 1.113375 0 0 0
39 1 1 18.000000 -9.583697 -6.161830 4.293166 0 0 0
40 1 1 18.000000 -5.634661 10.217028 -9.711410 0 0 0
41 1 1 18.000000 -8.004611 -8.039820 7.393433 0 0 0
42 1 1 18.000000 -9.668933 8.493491 9.571956 0 0 0
43 1 1 18.000000 8.570369 1.645113 -0.972084 0 0 0
44 1 1 18.000000 2.502523 -1.518442 8.105066 0 0 0
45 1 1 18.000000 -6.394051 2.859041 7.089528 0 0 0
46 1 1 18.000000 4.232820 -4.653545 10.741752 0 0 0
47 1 1 18.000000 10.808918 6.438539 4.799397 0 0 0
48 1 1 18.000000 -6.560832 1.135812 -7.458479 0 0 0
49 1 1 18.000000 -7.477176 -10.615636 8.274703 0 0 0
50 1 1 18.000000 -6.800841 1.767752 -4.001080 0 0 0
51 1 1 18.000000 -1.622482 -5.649762 6.879775 0 0 0
52 1 1 18.000000 -10.353879 9.951320 -10.910116 0 0 0
53 1 1 18.000000 -2.390798 9.564486 -9.058112 0 0 0
54 1 1 18.000000 -9.635300 -1.461617 -9.324785 0 0 0
55 1 1 18.000000 -11.164365 11.665831 -9.049143 0 0 0
56 1 1 18.000000 -9.265913 -5.777891 -4.506455 0 0 0
57 1 1 18.000000 -5.087262 7.477443 5.273891 0 0 0
58 1 1 18.000000 4.213360 10.462975 -8.210116 0 0 0
59 1 1 18.000000 1.556634 10.244067 -9.194909 0 0 0
60 1 1 18.000000 -1.094179 2.692650 -6.299004 0 0 0
61 1 1 18.000000 11.284307 9.633277 6.110609 0 0 0
62 1 1 18.000000 4.518709 5.115842 8.973671 0 0 0
63 1 1 18.000000 -11.229507 -7.571676 -1.464691 0 0 0
64 1 1 18.000000 -6.602868 -6.617389 4.094933 0 0 0
65 1 1 18.000000 -1.316101 -5.308316 3.936403 0 0 0
66 1 1 18.000000 -0.173598 7.619618 -2.049997 0 0 0
67 1 1 18.000000 -5.030867 -9.791111 1.434205 0 0 0
68 1 1 18.000000 5.764728 -6.248036 -6.162966 0 0 0
69 1 1 18.000000 -7.988060 -4.345351 0.732522 0 0 0
70 1 1 18.000000 10.141912 -9.132784 7.903688 0 0 0
71 1 1 18.000000 0.542911 -2.572128 -9.751995 0 0 0
72 1 1 18.000000 -0.879827 -2.403253 -4.045347 0 0 0
